Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
ECOM          ;ChannelAdvisor Corporation;nov.77;297112087.36;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ecom
CHKP;Check Point Software Technologies Ltd.;84.91;15605689819.23;n/a;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/chkp
CMCM;Cheetah Mobile Inc.;16.68;2376025817.88;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cmcm
CVR;Chicago Rivet & Machine Co.;23.83;23022925.56;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cvr
STV;China Digital TV Holding Co., Ltd.;jan.62;96723023.4;n/a;2007;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/stv
CNIT;China Information Technology, Inc.;jan.49;50006424.91;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cnit
CCIH;ChinaCache International Holdings Ltd.;9;155612394;17290266;2010;Technology;EDP Services;http://www.nasdaq.com/symbol/ccih
CNET;ChinaNet Online Holdings, Inc.;0.66;19522885.8;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/cnet
IMOS;ChipMOS TECHNOLOGIES (Bermuda) LTD.;17.94;488416500;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/imos
CBR;Ciber, Inc.;feb.13;170866489.17;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/cbr
CRUS;Cirrus Logic, Inc.;35.46;2238293425.32;n/a;1989;Technology;Semiconductors;http://www.nasdaq.com/symbol/crus
CSCO;Cisco Systems, Inc.;27.62;138987188483.08;n/a;1990;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/csco
CTXS;Citrix Systems, Inc.;78.55;12095110619.3;n/a;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ctxs
CLNT;Cleantech Solutions International, Inc.;jan.18;5196703.48;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/clnt
CDRB;Code Rebel Corporation;feb.58;34453900.5;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cdrb
CCOI;Cogent Communications Holdings, Inc.;38.08;1721524181.44;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ccoi
CTSH;Cognizant Technology Solutions Corporation;59.98;36535044351.08;n/a;1998;Technology;EDP Services;http://www.nasdaq.com/symbol/ctsh
COMM;CommScope Holding Company, Inc.;27.44;5254491362.4;n/a;2013;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/comm
CVLT;CommVault Systems, Inc.;41.16;1859055774.24;n/a;2006;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cvlt
CPSI;Computer Programs and Systems, Inc.;52.84;709377052.84;n/a;2002;Technology;EDP Services;http://www.nasdaq.com/symbol/cpsi
CSC;Computer Sciences Corporation;33.12;4572768805.92;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/csc
CTG;Computer Task Group, Incorporated;maj.41;103023760.69;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/ctg
CMTL;Comtech Telecommunications Corp.;22.89;369951384.6;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/cmtl
CCUR;Concurrent Computer Corporation;6.nov;56253810.73;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/ccur
CNXR;Connecture, Inc.;2.mar;50861811.3;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cnxr
CVG;Convergys Corporation;26.45;2554677720.05;n/a;1998;Technology;EDP Services;http://www.nasdaq.com/symbol/cvg
COYN;COPsync, Inc.;18.145;15742166.52;n/a;n/a;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/coyn
COYNW;COPsync, Inc.;0.585;0;n/a;n/a;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/coynw
CLGX;CoreLogic, Inc.;33.49;2955456163.35;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/clgx
CSOD;Cornerstone OnDemand, Inc.;33;1808213979;n/a;2011;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/csod
CPAH;CounterPath Corporation;2.feb;9978205.6;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cpah
COVS;Covisint Corporation;jan.83;73986544.98;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/covs
CRAY;Cray Inc;41.44;1686122406.08;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/cray
CREE;Cree, Inc.;24.34;2456664556.1;n/a;1993;Technology;Semiconductors;http://www.nasdaq.com/symbol/cree
CRTO;Criteo S.A.;38.25;2209651742.25;57768673;2013;Technology;Advertising;http://www.nasdaq.com/symbol/crto
CCRN;Cross Country Healthcare, Inc.;nov.57;377300094.99;n/a;2001;Technology;Professional Services;http://www.nasdaq.com/symbol/ccrn
CRDS;Crossroads Systems, Inc.;0.195;4.779.339.825;n/a;1999;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/crds
CSGS;CSG Systems International, Inc.;44.92;1452361795.12;n/a;1996;Technology;EDP Services;http://www.nasdaq.com/symbol/csgs
CSPI;CSP Inc.;jun.42;23649957.48;n/a;1982;Technology;EDP Services;http://www.nasdaq.com/symbol/cspi
CSRA;CSRA Inc.;26.19;4248810247.5;n/a;2015;Technology;EDP Services;http://www.nasdaq.com/symbol/csra
CTS;CTS Corporation;15.63;509149657.02;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/cts
CW;Curtiss-Wright Corporation;75.05;3341856269.9;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cw
CVV;CVD Equipment Corporation;avg.37;51878389.95;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cvv
CVT;CVENT, INC.;21.37;898568709.06;n/a;1987;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cvt
CYBR;CyberArk Software Ltd.;38.48;1280993004.72;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cybr
CY;Cypress Semiconductor Corporation;avg.18;2573089503.42;n/a;1986;Technology;Semiconductors;http://www.nasdaq.com/symbol/cy
CYRN;CYREN Ltd.;jan.63;63767552.74;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cyrn
DQ;DAQO New Energy Corp.;18.95;169472010.3;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/dq
DTLK;Datalink Corporation;avg.95;196386404.25;n/a;1999;Technology;EDP Services;http://www.nasdaq.com/symbol/dtlk
DRAM;Dataram Corporation;0.6859;3.316.230.474;n/a;n/a;Technology;Electronic Components;http://www.nasdaq.com/symbol/dram
DWCH;Datawatch Corporation;apr.81;56118847.2;n/a;1992;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/dwch
DMD;Demand Media Inc.;maj.18;104898760.68;n/a;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/dmd
DWRE;DEMANDWARE, INC.;39.56;1491923233.88;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/dwre
DTRM;Determine, Inc. ;17.432;19510766;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/dtrm
DGII;Digi International Inc.;avg.87;228893631.9;n/a;1989;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/dgii
DMRC;Digimarc Corporation;26.jul;236508786.69;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/dmrc
DGLY;Digital Ally, Inc.;apr.39;23040831.59;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/dgly
DIOD;Diodes Incorporated;19.avg;921499376.04;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/diod
DLHC;DLH Holdings Corp.;3.648;35.447.356.992;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/dlhc
DOV;Dover Corporation;63.74;9880299602.18;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/dov
DDAY;DraftDay Fantasy Sports, Inc.;0.2502;8.479.535.706;n/a;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/dday
DSPG;DSP Group, Inc.;9;195583833;n/a;1994;Technology;Semiconductors;http://www.nasdaq.com/symbol/dspg
DST;DST Systems, Inc.;111.04;3740910950.4;n/a;1995;Technology;EDP Services;http://www.nasdaq.com/symbol/dst
ELNK;EarthLink Holdings Corp.;maj.34;554866466.52;n/a;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/elnk
ETN;Eaton Corporation, PLC;60.62;27818518000;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/etn
EBIX;Ebix, Inc.;37.61;1239281656.55;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/ebix
ELON;Echelon Corporation;maj.47;24160694.62;n/a;1998;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/elon
SATS;EchoStar Corporation;40.33;3760799843.74;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/sats
EDGW;Edgewater Technology, Inc.;avg.17;97171496.32;n/a;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/edgw
EFUT;eFuture Holding Inc.;jun.42;31192539.42;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/efut
EGAN;eGain Corporation;mar.76;101778906.08;n/a;1999;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/egan
ELRC;Electro Rent Corporation;avg.81;212565415.83;n/a;n/a;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/elrc
EA;Electronic Arts Inc.;63.16;19535986125.2;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ea
EFII;Electronics for Imaging, Inc.;41.78;1969407131.46;n/a;1992;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/efii
ETAK;Elephant Talk Communications Corp.;0.215;34.748.791.705;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/etak
ELLI;Ellie Mae, Inc.;86.48;2565216026.8;n/a;2011;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/elli
ELTK;Eltek Ltd.;1.feb;10345617.24;n/a;1997;Technology;Electrical Products;http://www.nasdaq.com/symbol/eltk
EMAN;eMagin Corporation;jan.73;51121794.1;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/eman
EMC;EMC Corporation;25.78;50194881456.4;n/a;n/a;Technology;Electronic Components;http://www.nasdaq.com/symbol/emc
EMKR;EMCORE Corporation;5.dec;132644198.4;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/emkr
EIGI;Endurance International Group Holdings, Inc.;okt.27;1411912452.08;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/eigi
WATT;Energous Corporation;sep.88;162128221.32;n/a;2014;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/watt
ERII;Energy Recovery, Inc.;nov.23;583411234.82;n/a;2008;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/erii
ENOC;EnerNOC, Inc.;7.apr;215738068.48;n/a;2007;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/enoc
ENPH;Enphase Energy, Inc.;feb.32;107563556.64;n/a;2012;Technology;Semiconductors;http://www.nasdaq.com/symbol/enph
EPAM;EPAM Systems, Inc.;73.43;3698704493.26;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/epam
EPIQ;EPIQ Systems, Inc.;14.feb;534948108.4;n/a;1997;Technology;EDP Services;http://www.nasdaq.com/symbol/epiq
PLUS;ePlus inc.;77.46;579572218.98;n/a;1996;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/plus
ERIC;Ericsson;10.maj;2757072247.35;274335547;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/eric
EVTC;Evertec, Inc.;13.feb;990930782.1;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/evtc
EVDY;Everyday Health, Inc.;maj.15;169261769.45;n/a;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/evdy
EVOL;Evolving Systems, Inc.;maj.77;68059059.87;n/a;1998;Technology;EDP Services;http://www.nasdaq.com/symbol/evol
EXA;Exa Corporation;13.jun;191082414.14;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/exa
EXAR;Exar Corporation;maj.17;250841529.07;n/a;1985;Technology;Semiconductors;http://www.nasdaq.com/symbol/exar
EXTN;Exterran Corporation;15.dec;531362916;n/a;2015;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/extn
EXTR;Extreme Networks, Inc.;mar.19;329588755.21;n/a;1999;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/extr
FFIV;F5 Networks, Inc.;97.28;6688352056.32;n/a;1999;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/ffiv
FB;Facebook, Inc.;108.99;310216109079.24;n/a;2012;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/fb
FDS;FactSet Research Systems Inc.;146.59;6038156440.2;n/a;1996;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/fds
FCS;Fairchild Semiconductor International, Inc.;19.87;2256765909.41;n/a;1999;Technology;Semiconductors;http://www.nasdaq.com/symbol/fcs
FALC;FalconStor Software, Inc.;jan.31;54718630.57;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/falc
FNSR;Finisar Corporation;18.dec;1948445810.64;n/a;1999;Technology;Semiconductors;http://www.nasdaq.com/symbol/fnsr
FEYE;FireEye, Inc.;17.39;2885862517.99;n/a;2013;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/feye
FSLR;First Solar, Inc.;59.96;6101989493.2;n/a;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/fslr
FISV;Fiserv, Inc.;99.75;22237995774.75;n/a;1986;Technology;EDP Services;http://www.nasdaq.com/symbol/fisv
FIT;Fitbit, Inc.;14.84;3205534694.04;n/a;2015;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/fit
FIVN;Five9, Inc.;avg.47;434031589.53;n/a;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/fivn
FLTX;Fleetmatics Group PLC;35.68;1380429371.52;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/fltx
FLEX;Flextronics International Ltd.;nov.94;6550110678.96;n/a;1994;Technology;Electrical Products;http://www.nasdaq.com/symbol/flex
FORM;FormFactor, Inc.;jul.13;420047950.28;n/a;2003;Technology;Semiconductors;http://www.nasdaq.com/symbol/form
FORTY;Formula Systems (1985) Ltd.;317.719;66.972.305.729;210791;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/forty
FTNT;Fortinet, Inc.;29.94;5137812113.34;n/a;2009;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/ftnt
FSNN;Fusion Telecommunications International, Inc.;jan.82;26772917.08;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/fsnn
JOB;General Employment Enterprises, Inc.;apr.37;40450079.07;n/a;n/a;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/job
GIGM;GigaMedia Limited;feb.78;30725482.96;n/a;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/gigm
GIMO;Gigamon Inc.;29.32;1010142726.08;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/gimo
GIG;GigPeak, Inc.;3;134435721;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/gig
GILT;Gilat Satellite Networks Ltd.;apr.37;193735415.39;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/gilt
GSB;GlobalSCAPE, Inc.;mar.88;81535119.28;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/gsb
GLOB;Globant S.A.;31.4;1047037961.2;n/a;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/glob
GLUU;Glu Mobile Inc.;feb.82;372811628.1;n/a;2007;Technology;EDP Services;http://www.nasdaq.com/symbol/gluu
GDDY;GoDaddy Inc.;30.64;4833143519.44;n/a;2015;Technology;EDP Services;http://www.nasdaq.com/symbol/gddy
GHM;Graham Corporation;18.32;179682633.28;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/ghm
GRPN;Groupon, Inc.;apr.13;2423857451.12;n/a;2011;Technology;Advertising;http://www.nasdaq.com/symbol/grpn
GVP;GSE Systems, Inc.;feb.61;46749951.99;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/gvp
GSIT;GSI Technology, Inc.;mar.91;87365438.82;n/a;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/gsit
GUID;Guidance Software, Inc.;4.mar;131627300;n/a;2006;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/guid
GWRE;Guidewire Software, Inc.;53;3818870003;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/gwre
HQCL;Hanwha Q CELLS Co., Ltd. ;13.jul;75370892.5;5501525;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/hqcl
HLIT;Harmonic Inc.;3.feb;247360800;n/a;1995;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/hlit
HHS;Harte-Hanks, Inc.;feb.41;147653416.98;n/a;1993;Technology;Advertising;http://www.nasdaq.com/symbol/hhs
HSTM;HealthStream, Inc.;21.17;670069876.2;n/a;2000;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/hstm
HSII;Heidrick & Struggles International, Inc.;23.87;440455135.89;n/a;1999;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/hsii
HPE;Hewlett Packard Enterprise Company;17.73;30434681262.51;n/a;2015;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/hpe
HIMX;Himax Technologies, Inc.;okt.75;1149871277.5;106964770;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/himx
HDP;Hortonworks, Inc.;nov.37;643717552.8;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/hdp
HPQ;HP Inc.;dec.13;21069035074.95;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/hpq
HUBS;HubSpot, Inc.;41.46;1438980122.58;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/hubs
HSON;Hudson Global, Inc.;26.195;90.307.388.236;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/hson
INVE;Identiv, Inc.;2.mar;21816229.33;n/a;n/a;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/inve
DSKY;iDreamSky Technology Limited;13.76;224723256.32;16331632;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/dsky
IEC;IEC Electronics Corp.;apr.38;44582162.88;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/iec
IHS;IHS Inc.;121;8158464204;n/a;2005;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/ihs
ITW;Illinois Tool Works Inc.;103.09;37500729411.73;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/itw
IMN;Imation Corporation;jan.25;46584302.5;n/a;n/a;Technology;Electronic Components;http://www.nasdaq.com/symbol/imn
IMMR;Immersion Corporation;jul.69;218087323.4;n/a;1999;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/immr
IMPV;Imperva, Inc.;47.55;1536261614.55;n/a;2011;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/impv
IMPR;Imprivata, Inc.;13.19;331201480.36;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/impr
IMS;IMS Health Holdings, Inc.;26.14;8608911396.1;n/a;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/ims
SAAS;inContact, Inc.;avg.92;553826021.48;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/saas
BLOX;Infoblox Inc.;14.feb;821467955.2;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/blox
INFY;Infosys Limited;18.17;41529704134.6;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/infy
IM;Ingram Micro Inc.;35.12;5210468769.04;n/a;1996;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/im
INOD;Innodata Inc.;22.999;585.211.187.929;n/a;1993;Technology;EDP Services;http://www.nasdaq.com/symbol/inod
ISSC;Innovative Solutions and Support, Inc.;26.001;441.133.330.014;n/a;2000;Technology;EDP Services;http://www.nasdaq.com/symbol/issc
INOV;Inovalon Holdings, Inc.;17.98;2727800315.36;n/a;2015;Technology;EDP Services;http://www.nasdaq.com/symbol/inov
IPHI;Inphi Corporation;33.83;1349161780.56;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/iphi
NSP;Insperity, Inc.;51.62;1097312924.3;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/nsp
INST;Instructure, Inc.;17.feb;470645939.2;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/inst
IDTI;Integrated Device Technology, Inc.;19.43;2630301781.18;n/a;1984;Technology;Semiconductors;http://www.nasdaq.com/symbol/idti
INTC;Intel Corporation;31.67;1,50E+11;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/intc
IDN;Intellicheck Mobilisa, Inc.;jan.56;13984061.52;n/a;1999;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/idn
ININ;Interactive Intelligence Group, Inc.;35.62;784775921.8;n/a;1999;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/inin
IMI;Intermolecular, Inc.;feb.35;116376213.55;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/imi
INAP;Internap Corporation;feb.44;136383948.84;n/a;1999;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/inap
IBM;International Business Machines Corporation;149.25;143411476563.75;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/ibm
IIJI;Internet Initiative Japan, Inc.;okt.44;21500094.24;2059396;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/iiji
IPG;Interpublic Group of Companies, Inc. (The);22.jul;9128341125.5;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/ipg
INTX;Intersections, Inc.;feb.39;55924730.91;n/a;2004;Technology;EDP Services;http://www.nasdaq.com/symbol/intx
ISIL;Intersil Corporation;dec.95;1719327068.55;n/a;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/isil
INXN;InterXion Holding N.V.;33.74;2359075292.56;n/a;2011;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/inxn
IVAC;Intevac, Inc.;4.apr;90859370.8;n/a;1995;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/ivac
IL;IntraLinks Holdings, Inc.;8.mar;469896544.81;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/il
INTU;Intuit Inc.;102.62;26354994006.88;n/a;1993;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/intu
INVN;InvenSense, Inc.;jul.94;733759220;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/invn
IPAS;iPass Inc.;jan.13;72994836;n/a;2003;Technology;EDP Services;http://www.nasdaq.com/symbol/ipas
IPGP;IPG Photonics Corporation;93.79;4960340571.86;n/a;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/ipgp
IXYS;IXYS Corporation;nov.23;354219074.45;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/ixys
JCOM;j2 Global, Inc.;60.01;2920592844.36;n/a;1999;Technology;Telecommunications Equipment;http://www.nasdaq.com/symbol/jcom
JASO;JA Solar Holdings, Co., Ltd.;avg.79;354115715.58;40286202;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/jaso
JBL;Jabil Circuit, Inc.;18.nov;3462408631.26;n/a;1993;Technology;Electrical Products;http://www.nasdaq.com/symbol/jbl
JKHY;Jack Henry & Associates, Inc.;82.66;6518708700.62;n/a;1985;Technology;EDP Services;http://www.nasdaq.com/symbol/jkhy
DATE;Jiayuan.com International Ltd.;jul.43;85478152.66;11504462;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/date
JKS;JinkoSolar Holding Company Limited;20.29;632922344.03;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/jks
JIVE;Jive Software, Inc.;mar.77;288511751.32;n/a;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/jive
JBT;John Bean Technologies Corporation;54.58;1595685815.92;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/jbt
JNPR;Juniper Networks, Inc.;24.89;9523026353.46;n/a;1999;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/jnpr
KAI;Kadant Inc;45.51;490296523.8;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/kai
KELYA;Kelly Services, Inc.;18.95;719929146.8;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/kelya
KELYB;Kelly Services, Inc.;18.56;705112663.04;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/kelyb
KTEC;Key Technology, Inc.;7.apr;46244931;n/a;1993;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/ktec
KTCC;Key Tronic Corporation;jul.25;77651893.5;n/a;1983;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/ktcc
KFRC;Kforce, Inc.;18.sep;535935374.1;n/a;1995;Technology;Professional Services;http://www.nasdaq.com/symbol/kfrc
KE;Kimball Electronics, Inc.;11;318350571;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/ke
KONE;Kingtone Wirelessinfo Solution Holding Ltd;feb.21;1578768.75;714375;2010;Technology;EDP Services;http://www.nasdaq.com/symbol/kone
KZ;KongZhong Corporation;7.feb;253470758.4;35204272;n/a;Technology;Telecommunications Equipment;http://www.nasdaq.com/symbol/kz
KOPN;Kopin Corporation;jan.83;122013246.15;n/a;1992;Technology;Semiconductors;http://www.nasdaq.com/symbol/kopn
KFY;Korn/Ferry International;29.jan;1661800688.19;n/a;1999;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/kfy
KLIC;Kulicke and Soffa Industries, Inc.;11.jul;778929103.62;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/klic
KVHI;KVH Industries, Inc.;sep.36;151336036.8;n/a;1996;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/kvhi
KYO;Kyocera Corporation;43.19;15844605355.67;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/kyo
LLL;L-3 Communications Holdings, Inc.;119.34;9286861818.78;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/lll
